genes,num_genes,mse
"fyn,tmt1a,aifm2,mstn",4,7.875444879700727
"fyn,tmt1a,aifm2,sfmbt1",4,7.983332340842984
"fyn,tmt1a,aifm2,pfn2",4,7.945950197640623
"fyn,tmt1a,mstn,sfmbt1",4,7.942867452787301
"fyn,tmt1a,mstn,pfn2",4,7.911896481037583
"fyn,tmt1a,sfmbt1,pfn2",4,8.043927795243153
"fyn,aifm2,mstn,sfmbt1",4,7.942368202518683
"fyn,aifm2,mstn,pfn2",4,7.957215872678002
"fyn,aifm2,sfmbt1,pfn2",4,8.00413933117947
"fyn,mstn,sfmbt1,pfn2",4,7.982437015120854
"tmt1a,aifm2,mstn,sfmbt1",4,7.909869392122407
"tmt1a,aifm2,mstn,pfn2",4,8.027161078086356
"tmt1a,aifm2,sfmbt1,pfn2",4,7.944083838625378
"tmt1a,mstn,sfmbt1,pfn2",4,7.960186246633957
"aifm2,mstn,sfmbt1,pfn2",4,7.936354952791312
"fcrl6,osbp2,bambi,lrrc37a2,fyn",5,7.787651655658379
"fcrl6,osbp2,bambi,lrrc37a2,tmt1a",5,7.7291474104424855
"fcrl6,osbp2,bambi,lrrc37a2,aifm2",5,7.730357454083957
"fcrl6,osbp2,bambi,lrrc37a2,mstn",5,7.733066325225962
"fcrl6,osbp2,bambi,lrrc37a2,sfmbt1",5,7.777658692971365
"fcrl6,osbp2,bambi,lrrc37a2,pfn2",5,7.77321308818415
"fcrl6,osbp2,bambi,fyn,tmt1a",5,7.72461145020796
"fcrl6,osbp2,bambi,fyn,aifm2",5,7.761666890925736
"fcrl6,osbp2,bambi,fyn,mstn",5,7.74191288043319
"fcrl6,osbp2,bambi,fyn,sfmbt1",5,7.814302118754315
"fcrl6,osbp2,bambi,fyn,pfn2",5,7.769865098002936
"fcrl6,osbp2,bambi,tmt1a,aifm2",5,7.746154201905206
"fcrl6,osbp2,bambi,tmt1a,mstn",5,7.769662963218548
"fcrl6,osbp2,bambi,tmt1a,sfmbt1",5,7.809914515475798
"fcrl6,osbp2,bambi,tmt1a,pfn2",5,7.81792658766403
"fcrl6,osbp2,bambi,aifm2,mstn",5,7.827962501982276
"fcrl6,osbp2,bambi,aifm2,sfmbt1",5,7.7872859175858595
"fcrl6,osbp2,bambi,aifm2,pfn2",5,7.820146086493562
"fcrl6,osbp2,bambi,mstn,sfmbt1",5,7.772877867785756
"fcrl6,osbp2,bambi,mstn,pfn2",5,7.865210053768963
"fcrl6,osbp2,bambi,sfmbt1,pfn2",5,7.8316090711142525
"fcrl6,osbp2,lrrc37a2,fyn,tmt1a",5,7.7873780154655785
"fcrl6,osbp2,lrrc37a2,fyn,aifm2",5,7.8106306659303435
"fcrl6,osbp2,lrrc37a2,fyn,mstn",5,7.723289009613076
"fcrl6,osbp2,lrrc37a2,fyn,sfmbt1",5,7.868975208329716
"fcrl6,osbp2,lrrc37a2,fyn,pfn2",5,7.82799821842668
"fcrl6,osbp2,lrrc37a2,tmt1a,aifm2",5,7.7599257731449685
"fcrl6,osbp2,lrrc37a2,tmt1a,mstn",5,7.730496915587078
"fcrl6,osbp2,lrrc37a2,tmt1a,sfmbt1",5,7.826172005294007
"fcrl6,osbp2,lrrc37a2,tmt1a,pfn2",5,7.835117523510735
"fcrl6,osbp2,lrrc37a2,aifm2,mstn",5,7.765587152094488
"fcrl6,osbp2,lrrc37a2,aifm2,sfmbt1",5,7.799702279933826
"fcrl6,osbp2,lrrc37a2,aifm2,pfn2",5,7.821028852664945
"fcrl6,osbp2,lrrc37a2,mstn,sfmbt1",5,7.721123489955644
"fcrl6,osbp2,lrrc37a2,mstn,pfn2",5,7.810668896503887
